,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,A.1_External Costs,A.1_RfR Costs,A.1_Expected Number of Deaths,A.1_Expected Annual Damage,A.2_External Costs,A.2_RfR Costs,A.2_Expected Number of Deaths,A.2_Expected Annual Damage
77,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,4,0,0,1,5,0,0,6,4,7,0,5,5,5,6,2,32694901.0,0,0.0033487286802688383,40984269.16136696,59410102.0,0,0.001482983419367586,11428252.232922286
78,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,3,1,1,0,1,0,0,1,3,7,1,2,6,5,5,4,66507014.0,0,0.010120644972541532,138693423.43699285,38245121.0,0,0.024172390108233563,211188374.5917834
79,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,3,0,2,1,1,0,0,6,4,4,6,5,3,2,5,5,72222705.0,0,0.06801961130548398,1135075572.9906213,38245121.0,0,0.016541379440829285,110755219.19603062
80,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,3,0,1,0,1,0,0,3,7,6,2,5,3,6,1,5,32694901.0,0,0.08161784151837584,1243859768.473211,38245121.0,0,0.016182678166920143,109251172.54100195
81,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,3,1,1,1,3,0,0,5,5,1,0,1,5,3,5,6,101474517.0,0,0.008792033026103289,128440961.96533944,47842699.0,0,0.005551731177168317,42831436.9257465
82,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,3,0,0,2,3,0,0,7,2,1,2,5,1,9,6,4,37255203.0,0,0.13471061066452972,1701523164.3416958,47842699.0,0,0.0020956863005599582,12987188.185379077
83,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,3,0,1,0,4,0,0,7,2,6,7,4,3,5,5,3,32694901.0,0,0.0007778809926668545,13047508.01316851,53358573.0,0,0.00404289295016954,32581285.146540508
84,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,3,0,1,0,4,0,0,6,3,6,0,1,7,5,5,6,32694901.0,0,0.08161784151837584,1243859768.473211,53358573.0,0,0.00031168361087680345,1886301.8959073743
85,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,3,1,2,0,3,0,0,6,5,6,3,4,5,5,5,6,71223146.0,0,0.007463421079665047,118188500.49368604,47842699.0,0,0.0055718806394862656,42891901.78244579
86,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,3,1,1,0,3,0,0,0,5,6,1,0,2,5,4,5,66507014.0,0,0.010120644972541532,138693423.43699285,47842699.0,0,0.005531581714850369,42770972.0690472
87,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,3,1,0,1,5,0,0,6,3,5,7,4,2,5,2,1,66507014.0,0,0.016255454105768334,187959290.44246092,59410102.0,0,0.0009094385272275129,6416150.085037865
88,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,3,1,2,0,5,0,0,6,7,6,2,7,1,5,5,6,71223146.0,0,0.007463421079665047,118188500.49368604,59410102.0,0,0.0013916505627757174,9194066.314028969
89,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,3,0,0,1,4,0,0,5,4,4,3,1,1,4,5,5,32694901.0,0,0.001555761985333709,19618078.453539945,53358573.0,0,0.004022743487851591,32520820.289841216
90,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,3,1,1,0,5,0,0,6,3,6,6,7,6,5,5,6,66507014.0,0,0.010120644972541532,138693423.43699285,59410102.0,0,0.0013513516381398207,9073136.600630378
91,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,3,1,0,0,3,0,0,7,5,5,1,1,4,5,2,10,32694901.0,0,0.02239026323899514,237225157.44792902,47842699.0,0,0.004020627341191355,33713728.852399595
92,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,4,0,0,2,2,0,0,6,6,1,0,4,3,2,6,5,37255203.0,0,0.13471061066452972,1701523164.3416958,42818415.0,0,0.004978675074653188,31914634.262292683
93,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,3,0,0,3,1,0,0,6,0,6,4,4,0,4,5,4,42291505.0,0,0.13338199871809148,1691270702.8700423,38245121.0,0,0.008720943405311463,59426031.84918797
94,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,3,1,1,1,4,0,0,6,5,0,5,5,6,1,5,4,101474517.0,0,0.008792033026103289,128440961.96533944,53358573.0,0,0.0028443872847787786,18221532.367579184
95,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,3,1,0,2,2,0,0,6,4,6,5,4,0,5,5,5,71223146.0,0,0.014926842159330093,177706828.97080752,42818415.0,0,0.014617622874686324,125109120.56207308
96,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,3,1,0,1,2,0,0,0,4,7,7,5,2,5,7,5,66507014.0,0,0.016255454105768334,187959290.44246092,42818415.0,0,0.014597473412368375,125048655.7053738
97,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,3,1,2,0,2,0,0,6,2,7,1,6,7,5,5,9,71223146.0,0,0.007463421079665047,118188500.49368604,42818415.0,0,0.014807048242799867,125891376.31793705
98,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,3,0,1,1,3,0,0,9,4,2,5,6,3,5,5,7,66507014.0,0,0.07548303238514903,1194593901.467743,47842699.0,0,0.00343589541429041,21445754.76243435
99,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,3,0,2,0,1,0,0,6,5,8,0,5,3,5,6,5,37255203.0,0,0.06934822325192222,1145328034.4622748,38245121.0,0,0.01652122997851134,110694754.3393313
100,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,3,1,0,0,4,0,0,7,2,6,3,4,5,2,5,5,32694901.0,0,0.02239026323899514,237225157.44792902,53358573.0,0,0.0004675254163152052,3759163.5694453516
101,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,3,0,0,2,1,0,0,3,4,7,7,5,2,2,6,5,37255203.0,0,0.13471061066452972,1701523164.3416958,38245121.0,0,0.008700793942993515,59365566.99248867
102,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,3,1,1,0,4,0,0,8,2,6,0,7,5,3,4,6,66507014.0,0,0.010120644972541532,138693423.43699285,53358573.0,0,0.00282423782246083,18161067.510879893
103,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,3,1,0,2,5,0,0,5,2,0,7,6,7,2,5,0,71223146.0,0,0.014926842159330093,177706828.97080752,59410102.0,0,0.0009295879895454613,6476614.94173716
104,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,4,0,0,1,3,0,0,3,2,9,7,1,0,1,6,6,32694901.0,0,0.001555761985333709,19618078.453539945,47842699.0,0,0.006307208363997823,51824145.741432324
105,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,3,0,1,0,2,0,0,6,2,6,0,5,1,4,5,5,32694901.0,0,0.0007778809926668545,13047508.01316851,42818415.0,0,0.014976324148595462,127324672.35001653
106,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,3,0,1,2,3,0,0,7,4,6,1,5,0,5,5,1,71223146.0,0,0.07415442043871079,1184341439.9960895,47842699.0,0,0.003456044876608359,21506219.619133644
107,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,3,1,2,0,4,0,0,5,3,7,5,6,3,4,5,5,71223146.0,0,0.007463421079665047,118188500.49368604,53358573.0,0,0.002864536747096727,18281997.22427848
108,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,4,0,1,0,6,0,0,5,3,6,0,6,2,6,2,5,32694901.0,0,0.0007778809926668545,13047508.01316851,66045103.0,0,0.00034302400475698977,1980348.694524772
109,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,3,1,1,1,5,0,0,5,2,9,3,4,0,5,5,0,101474517.0,0,0.008792033026103289,128440961.96533944,59410102.0,0,0.001371501100457769,9133601.457329674
110,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,3,1,0,2,4,0,0,7,5,2,2,3,2,5,10,2,71223146.0,0,0.014926842159330093,177706828.97080752,53358573.0,0,0.001666031081705966,11020580.396861916
111,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,4,1,0,1,4,0,0,6,5,3,6,4,0,6,5,2,66507014.0,0,0.016255454105768334,187959290.44246092,53358573.0,0,0.0016458816193880177,10960115.540162623
112,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,3,0,1,0,5,0,0,6,4,7,1,3,2,2,6,5,32694901.094161935,0,0.0007778809926668545,13047508.01316851,59410102.0,0,0.001833563673688025,14470176.382048313
113,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,4,0,3,0,2,0,0,0,3,4,2,6,3,5,6,4,42291505.0,0,0.06669099935904574,1124823111.5189679,42818415.0,0,0.009997649073942273,63950198.23798396
114,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,4,0,2,0,5,0,0,4,2,5,4,5,7,6,6,7,37255203.0,0,0.0014999133639799454,25370474.058372293,59410102.0,0,0.0016683482776867799,12487280.141674977
